Player,Position,Minutes,Goals,Assists,Total Shoot,Touches,Expected Goals (xG),Carries
Óscar Valentín,CM,90,0,0,0,23,0,8
Pedro Díaz,CM,45,0,0,0,16,0,6
Gerard Gumbau,CM,45,0,0,0,10,0,7
Andrei Ratiu,"RB,RM",90,0,0,1,50,0,26
Pep Chavarría,LB,32,0,0,0,25,0,14
Jorge de Frutos,RM,58,0,0,0,23,0,8
Abdul Mumin,CB,90,0,0,0,35,0,16
Florian Lejeune,CB,90,0,0,0,44,0,19
Iván Balliu,"LB,RB",90,0,0,0,33,0,13
Augusto Batalla,GK,90,0,0,0,23,0,13
Robert Lewandowski,FW,76,1,0,4,20,0.7,12
Pedri,AM,14,0,0,0,12,0,8
Raphinha,LW,90,0,0,4,73,0.6,38
Lamine Yamal,RW,90,0,0,3,69,0.1,47
Pablo Torre,AM,62,0,0,0,45,0,18
Ferrán Torres,"FW,AM",28,0,0,0,7,0,3
Marc Casado,DM,90,0,0,2,78,0.1,35
Eric García,DM,90,0,0,1,77,0.4,26
Alejandro Balde,LB,87,0,0,1,65,0.1,38
Gerard Martín,LB,3,0,0,0,5,0,0
Iñigo Martínez,CB,90,0,0,0,116,0,74
Pau Cubarsí,CB,87,0,0,0,88,0,54
Héctor Fort,RB,3,0,0,0,5,0,3
Jules Koundé,"RB,CB",90,0,0,0,97,0,39
Iñaki Peña,GK,90,0,0,0,44,0,29
Chrisantus Uche,FW,79,0,0,0,17,0,9
Bertuğ Yıldırım,FW,11,0,0,1,4,0.1,0
Alex Sola,"LM,LW",62,0,0,0,29,0,11
Abdoulaye Keita,LM,28,0,0,0,9,0,1
Jesús Santiago,CM,62,0,0,0,20,0,4
Mauro Arambarri,CM,28,0,0,0,14,0,4
Carles Aleñá,CM,62,0,0,0,13,0,7
Borja Mayoral,FW,28,0,0,1,5,0.4,4
Carles Pérez,"RM,RW",90,0,0,2,27,0.2,14
Luis Milla,"CM,DM",90,0,0,1,41,0,14
Iglesias,"LB,RB",90,0,0,1,42,0,5
Omar Alderete,CB,90,0,0,1,28,0,6
Juan Berrocal,CB,90,0,0,0,23,0,5
Djené,RB,86,0,0,0,22,0,9
Diego Rico,LB,4,0,0,0,3,0,0
David Soria,GK,90,0,0,0,30,0,5
Alberto Moleiro,FW,82,1,0,2,56,0.5,37
Adnan Januzaj,FW,8,0,0,0,13,0,9
Fábio Silva,FW,74,0,0,1,45,0.4,22
Pejiño,FW,16,0,0,1,9,0,9
Kirian Rodríguez,LM,90,0,0,1,60,0,38
Enzo Loiodice,CM,90,0,0,1,60,0,39
Sandro Ramírez,RM,43,0,0,0,11,0,4
Oliver McBurnie,RM,47,0,0,0,13,0,9
Dario Essugo,DM,73,0,0,1,65,0,35
Javier Muñoz,DM,17,0,0,0,14,0,10
Daley Sinkgraven,LB,45,0,0,0,34,0,22
Benito Ramírez,LB,45,0,0,1,38,0,25
Álex Muñoz,CB,90,0,0,0,85,0,51
Juan Herzog,CB,90,0,0,0,70,0,35
Viti,RB,90,0,1,0,58,0,25
Jasper Cillessen,GK,90,0,0,0,65,0,43
Assane Diao,FW,63,0,1,1,19,0.3,11
Cédric Bakambu,FW,27,0,0,2,13,0.2,5
Abde Ezzalzouli,LW,74,0,0,2,38,0.2,29
Ezequiel Ávila,LW,16,0,0,1,5,0,5
Pablo Fornals,RW,90,0,0,1,70,0,36
Giovani Lo Celso,AM,81,1,0,2,63,0.6,43
Iker Losada,AM,9,0,0,0,8,0,6
Marc Roca,DM,63,0,0,2,51,0.2,34
Sergi Altimira,DM,27,0,0,0,9,0,4
Johnny Cardoso,DM,90,0,0,1,51,0.4,23
Romain Perraud,LB,90,0,0,1,43,0,23
Natan,CB,90,0,0,0,56,0,42
Diego Llorente,CB,90,0,0,0,77,0,38
Aitor Ruibal,RB,90,0,0,0,59,0,32
Rui Silva,GK,90,0,0,0,34,0,19
Alejo Véliz,FW,71,0,0,0,11,0,4
Walid Cheddira,FW,19,0,0,0,6,0,3
Javi Puado,FW,90,0,0,4,35,0.2,25
Jofre,LM,79,1,0,2,37,0.1,22
Irvin Cardona,RM,11,0,0,1,11,0.1,7
Pol Lozano,CM,72,0,0,0,39,0,17
José Gragera,CM,18,0,0,1,19,0,8
Alex Král,CM,90,0,0,0,57,0,36
Álvaro Tejero,RM,63,0,0,0,41,0,22
Carlos Romero,"RM,LB",27,0,0,0,26,0,17
Brian Oliván,LB,72,0,1,0,42,0,28
Naci Ünüvar,"LM,LB",18,0,0,1,16,0,9
Leandro Cabrera,CB,45,0,0,0,48,0,25
Sergi Gómez,CB,45,0,0,0,40,0,24
Marash Kumbulla,CB,90,0,0,0,85,0,53
Omar El Hilali,RB,90,0,0,0,94,0,63
Joan García,GK,90,0,0,0,38,0,27
Thierno Barry,FW,90,0,0,6,29,1,13
Ayoze Pérez,FW,73,2,0,5,31,0.5,25
Nicolas Pépé,FW,17,0,0,0,7,0,5
Alex Baena,LM,65,0,2,0,32,0,22
Denis Suárez,"RM,LM",25,0,0,0,8,0,6
Pape Gueye,CM,90,0,0,1,65,0,36
Santi Comesaña,CM,65,0,0,0,46,0,35
Daniel Parejo,CM,25,0,0,0,19,0,13
Ilias Akhomach,RM,79,0,0,2,38,0,32
Ramón Terrats,LM,11,0,0,0,8,0,4
Sergi Cardona,LB,90,0,0,1,50,0,22
Logan Costa,CB,73,0,0,0,50,0,33
Pau Navarro,CB,17,0,0,0,8,0,1
Raúl Albiol,CB,35,0,0,0,25,0,13
Eric Bailly,CB,55,0,0,0,40,0,23
Kiko Femenía,RB,90,0,0,0,63,0,27
Diego Conde,GK,90,0,0,0,27,0,15
Borja Iglesias,FW,75,0,0,2,31,0.5,21
Anastasios Douvikas,FW,15,0,0,0,6,0,4
Williot Swedberg,LW,69,0,0,1,32,0.5,24
Alfon,LW,21,0,0,1,9,0.1,7
Iago Aspas,RW,83,0,0,4,41,0.2,33
Ilaix Moriba,RW,7,0,0,0,3,0,3
Hugo Álvarez,LM,90,0,0,0,83,0,57
Hugo Sotelo,CM,83,0,0,1,87,0.1,59
Damián Rodríguez,CM,7,0,0,0,17,0,15
Fran Beltrán,CM,90,0,0,0,95,0,70
Sergio Carreira,RM,90,0,0,0,43,0,33
Marcos Alonso,CB,90,0,0,0,113,0,94
Carl Starfelt,CB,90,0,0,0,113,0,84
Javier Manquillo,CB,69,0,0,0,79,0,59
Javi Rodríguez,CB,21,0,0,1,19,0.2,13
Vicente Guaita,GK,90,0,0,0,27,0,17
Alexander Sørloth,FW,64,0,0,1,20,0.1,7
Rodrigo De Paul,"RM,CM",26,0,0,0,23,0,17
Antoine Griezmann,"FW,RM",90,0,1,1,67,0.1,44
Giuliano Simeone,"LM,LB",64,0,0,0,21,0,12
Rodrigo Riquelme,LB,26,0,0,2,20,0.1,16
Conor Gallagher,CM,90,0,0,0,50,0,32
Koke,CM,53,0,0,0,36,0,16
Julián Álvarez,LM,37,1,0,2,24,0.3,20
Marcos Llorente,"RM,CM,RB",90,0,0,0,52,0,31
Reinildo Mandava,"CB,LB",90,0,0,0,41,0,22
José María Giménez,CB,90,0,0,0,66,0,36
Robin Le Normand,CB,90,0,0,1,64,0.1,36
Nahuel Molina,RB,83,0,0,1,65,0,46
Ángel Correa,FW,7,0,0,0,4,0,3
Jan Oblak,GK,90,0,0,0,27,0,13
Juanmi Latasa,FW,90,0,0,2,27,0.2,8
Darwin Machís,LW,50,0,0,3,23,0.6,14
Iván Sánchez,"RM,RW",40,1,0,2,30,0.1,18
Raúl Moro,"RW,LM,LW",90,0,0,2,38,0.2,22
Kike Pérez,LM,64,0,0,2,26,0.1,14
Stanko Jurić,"CM,LM",26,0,0,0,13,0,7
Eray Cömert,"CM,CB",90,0,0,1,54,0.1,27
Mario Martín,RM,64,0,0,1,37,0.1,20
Mamadou Sylla,"FW,RM",26,0,0,0,6,0,1
Lucas Oliveira Rosa,"LB,RB",90,0,0,0,54,0,26
David Torres,CB,71,0,0,0,61,0,28
Mario Maroto,CM,19,0,1,0,19,0,5
Abdulai Juma Bah,CB,90,0,0,0,67,0,38
Luis Pérez,RB,50,0,0,0,35,0,16
Raúl Chasco,LB,40,0,0,0,38,0,17
Karl Jakob Hein,GK,90,0,0,0,36,0,19
Cyle Larin,FW,74,1,0,4,20,1,11
Abdón Prats,FW,16,0,0,1,10,0,6
Dani Rodríguez,FW,75,0,1,0,26,0,19
Chiquinho,FW,15,0,0,0,9,0,7
Sergi Darder,LM,75,0,0,0,50,0,29
Valery Fernández,LM,15,1,0,2,9,0.8,3
Samu Costa,CM,90,0,0,3,75,0.1,39
Manu Morlanes,CM,64,0,0,1,34,0,17
Omar Mascarell,CM,26,0,0,0,14,0,5
Roberto Navarro,RM,85,0,0,1,40,0,24
Antonio Sánchez,RM,5,0,0,0,8,0,5
Johan Mojica,LB,90,0,0,0,53,0,31
Copete,CB,90,0,0,1,64,0.2,34
Antonio Raillo,CB,90,0,0,2,57,0,26
Pablo Maffeo,RB,90,0,0,2,63,0.1,30
Leo Román,GK,90,0,0,0,37,0,17
Bertuğ Yıldırım,FW,73,0,0,1,25,0.1,14
Borja Mayoral,FW,17,0,0,0,5,0,4
Chrisantus Uche,FW,88,0,0,2,33,0.5,23
Álvaro Rodríguez,FW,2,0,0,1,3,0.1,1
Alex Sola,LM,69,0,0,1,29,0,17
Iglesias,LM,21,0,0,0,9,0,1
Luis Milla,CM,90,1,0,0,44,0.8,16
Mauro Arambarri,CM,88,1,0,1,26,0,5
Nabil Aberdin,CM,2,0,0,0,1,0,0
Carles Pérez,RM,90,0,0,1,30,0.3,10
Diego Rico,LB,90,0,0,3,49,0.2,13
Omar Alderete,CB,90,0,0,2,40,0,7
Juan Berrocal,CB,90,0,0,1,29,0.2,5
Djené,RB,90,0,0,0,37,0,8
David Soria,GK,90,0,0,0,27,0,7
Toni Martínez,FW,68,0,0,1,17,0,4
Asier Villalibre,FW,22,0,0,0,3,0,2
Carlos Martín,LW,45,0,0,0,18,0,13
Kiké,FW,45,0,0,0,13,0,10
Carlos Vicente,"RM,RW",90,0,0,2,31,0.1,14
Stoichkov,"LM,AM",90,0,0,3,37,0.1,19
Carlos Benavídez,"DM,CM",54,0,0,0,19,0,8
Antonio Blanco,CM,36,0,0,0,12,0,5
Joan Jordán,"CM,DM",90,0,0,3,53,0.2,24
Moussa Diarra,"LB,CB",90,0,0,0,38,0,14
Aleksandar Sedlar,CB,54,0,0,0,22,0,11
Santiago Mouriño,CB,36,0,0,0,20,0,8
Abdel Abqar,CB,54,0,0,0,21,0,4
Manu Sánchez,LB,36,0,0,0,20,0,6
Nahuel Tenaglia,RB,90,0,0,0,59,0,16
Antonio Sivera,GK,90,0,0,0,41,0,15
Sergio Camello,FW,63,1,0,2,21,0.2,12
Randy Nteka,FW,27,0,0,2,10,0.2,8
Álvaro García,"LW,LM",73,0,0,0,44,0,19
Adri Embarba,LM,17,0,0,0,14,0,8
Jorge de Frutos,"RW,RM",79,0,0,4,40,0.2,19
Óscar Trejo,FW,11,0,0,0,20,0,8
James Rodríguez,AM,63,0,0,1,50,0,26
Isaac Palazón Camacho,"FW,RM",27,0,0,0,15,0,6
Pathé Ciss,DM,62,0,0,1,50,0.2,20
Óscar Valentín,CM,28,0,0,0,21,0,11
Unai López,"DM,CM",90,0,0,2,65,0,32
Iván Balliu,LB,90,0,0,0,67,0,23
Abdul Mumin,CB,90,0,0,0,72,0,44
Florian Lejeune,CB,90,0,0,1,58,0,29
Andrei Ratiu,RB,90,0,0,2,62,0.1,25
Augusto Batalla,GK,90,0,0,0,39,0,23
Sébastien Haller,FW,73,0,0,1,18,0.1,8
Miguel,FW,17,0,0,0,4,0,2
Adrià Altimira,LW,73,0,0,3,27,0.1,20
Óscar Rodríguez Arnaiz,LW,17,0,0,1,10,0,5
Juan Cruz,RW,84,1,0,2,39,0.2,26
Enric Franquesa,RW,6,0,0,0,3,0,1
Roberto López,AM,90,0,0,1,70,0,35
Renato Tapia,DM,90,0,0,0,76,0,44
Seydouba Cissé,DM,63,0,0,1,49,0,32
Darko Brašanac,DM,27,0,0,0,8,0,5
Javi Hernández,LB,90,0,0,0,40,0,20
Matija Nastasić,CB,90,0,0,0,36,0,14
Sergi,CB,90,0,0,3,82,0.4,48
Valentin Rosier,RB,90,0,1,1,65,0,30
Marko Dmitrović,GK,90,0,0,0,37,0,17
Mikel Oyarzabal,FW,60,0,0,0,10,0,5
Orri Steinn Óskarsson,FW,30,2,0,3,11,1.8,4
Ander Barrenetxea,LM,59,0,0,1,41,0.1,25
Beñat Turrientes,LM,31,0,0,1,25,0.3,17
Sergio Gómez,CM,90,0,2,0,78,0,41
Luka Sučić,CM,74,0,0,0,32,0,23
Brais Méndez,CM,16,0,1,0,10,0,8
Takefusa Kubo,RM,84,1,0,3,42,0.8,34
Jon Magunacelaya,RM,6,0,0,0,14,0,8
Martín Zubimendi,DM,90,0,0,0,75,0,38
Javi López,LB,90,0,0,0,72,0,41
Nayef Aguerd,CB,90,0,0,2,86,0.5,63
Igor Zubeldia,CB,90,0,0,0,69,0,50
Jon Aramburu,RB,84,0,0,1,75,0.1,37
Aritz Elustondo,RB,6,0,0,0,8,0,2
Álex Remiro,GK,90,0,0,0,42,0,30
Hugo Duro,FW,90,0,0,0,26,0,12
Javier Guerra,FW,61,0,0,0,21,0,14
Dani Gómez,FW,29,0,0,1,5,0.1,2
Luis Rioja,"LM,RM",90,0,0,1,35,0,11
José Luis García Vayá,CM,76,0,0,1,45,0,10
Enzo Barrenechea,CM,14,0,0,0,10,0,7
Hugo Guillamón,CM,76,0,0,1,47,0,13
Domingos André Ribeiro Almeida,CM,14,0,0,0,9,0,4
Diego López,RM,61,0,0,0,21,0,10
Sergi Canós,"LM,RM",29,0,0,2,17,0,8
Jesus Vazquez,LB,36,0,0,0,20,0,6
Thierry Correia,LB,54,0,0,0,37,0,12
Cristhian Mosquera,CB,90,0,0,1,48,0,21
César Tárrega,CB,90,0,0,1,50,0.6,24
Dimitri Foulquier,RB,90,0,0,1,53,0,17
Giorgi Mamardashvili,GK,90,0,0,0,33,0,13
Ante Budimir,FW,76,2,0,2,22,1,13
Raúl,FW,14,0,0,1,3,0.1,1
Bryan Zaragoza,LW,76,1,1,1,29,1,13
Abel,RW,14,1,0,1,10,0.1,2
Rubén García,RW,58,0,0,1,25,0,13
Rubén Peña,"LW,RW",32,0,0,0,15,0,9
Aimar Oroz,LM,90,0,0,0,37,0,25
Lucas Torró,CM,90,0,0,0,51,0,17
Pablo Ibáñez,RM,90,0,1,2,36,0.1,12
Juan Cruz Armada,LB,83,0,0,1,35,0,11
Jorge Herrando,LB,7,0,0,0,4,0,1
Enzo Boyomo,CB,90,0,0,0,19,0,7
Catena,CB,90,0,0,0,26,0,5
Jesús Areso,RB,83,0,0,1,33,0,17
Nacho Vidal,RB,7,0,0,0,3,0,0
Sergio Herrera,GK,90,0,0,0,28,0,11
Robert Lewandowski,FW,69,0,0,2,21,0.4,11
Marc Casado,RM,21,0,0,1,27,0,17
Pau Victor Delgado,LW,58,1,0,1,38,0,19
Lamine Yamal,"RW,LW",32,1,0,3,32,0.1,25
Ferrán Torres,"RW,FW",90,0,1,2,45,0.2,21
Pedri,LM,90,0,0,0,93,0,55
Eric García,CM,90,0,0,1,89,0,42
Pablo Torre,RM,58,0,0,0,47,0,24
Raphinha,"LW,RM",32,0,0,1,33,0,19
Gerard Martín,LB,69,0,1,0,54,0,17
Alejandro Balde,LB,21,0,0,0,19,0,11
Pau Cubarsí,CB,90,0,0,0,101,0,54
Sergi Dominguez,CB,84,0,0,0,95,0,62
Héctor Fort,CB,6,0,0,0,10,0,3
Jules Koundé,RB,90,0,0,1,94,0,47
Iñaki Peña,GK,90,0,0,0,33,0,11
Borja Iglesias,FW,57,0,0,0,21,0,16
Anastasios Douvikas,FW,33,0,0,1,6,0,4
Alfon,AM,57,0,0,0,14,0,9
Williot Swedberg,AM,33,0,1,1,21,0,13
Pablo Durán,AM,64,0,0,1,23,0.1,19
Hugo Sotelo,CM,26,0,0,0,33,0,28
Damián Rodríguez,CM,90,0,0,1,80,0,60
Ilaix Moriba,CM,64,0,0,4,40,0.1,26
Iago Aspas,AM,26,1,0,1,21,0.1,14
Óscar Mingueza,WB,90,0,0,0,81,0,62
Sergio Carreira,WB,45,0,0,0,34,0,19
Hugo Álvarez,WB,45,0,0,1,39,0,28
Marcos Alonso,CB,90,0,0,1,95,0,77
Carlos Dominguez,CB,90,0,0,1,80,0.1,59
Javi Rodríguez,CB,90,0,0,0,62,0,53
Vicente Guaita,GK,90,0,0,0,27,0,21
Abel Ruiz,FW,71,0,0,1,14,0.1,9
Portu,FW,19,0,0,0,7,0,2
Arnaut Danjuma,LW,71,0,0,1,22,0.1,18
Bryan Gil,LW,19,0,0,1,21,0,16
Viktor Tsyhankov,RW,90,0,0,2,53,0.1,32
Yangel Herrera,"DM,AM",71,1,0,2,57,0.4,35
Jhon Solis,DM,19,0,0,1,19,0.1,14
Oriol Romeu,DM,13,0,0,0,13,0,8
Donny van de Beek,AM,77,0,0,0,42,0,20
Iván Martín,DM,90,0,0,0,79,0,59
Miguel Gutiérrez,LB,90,0,0,0,67,0,49
Ladislav Krejčí,CB,90,0,0,1,102,0,64
Daley Blind,CB,53,0,1,0,72,0,58
David López,CB,37,0,0,0,30,0,15
Alejandro Francés,RB,90,0,0,0,92,0,49
Paulo Gazzaniga,GK,90,0,0,0,49,0,34
Iñaki Williams,"FW,RW",90,0,0,2,29,0.9,22
Álex Berenguer,"LW,AM",70,0,0,4,28,0.6,15
Peio Canales,AM,20,0,0,1,17,0,10
Nico Williams,"RW,LW",84,0,0,2,36,0.1,23
Alex Padilla,GK,6,0,0,0,5,0,0
Unai Gómez,AM,58,0,1,1,24,0.1,17
Gorka Guruzeta,FW,32,0,0,2,10,0.1,2
Mikel Vesga,DM,58,0,0,0,31,0,9
Iñigo Ruiz de Galarreta,DM,32,0,0,0,21,0,10
Mikel Jauregizar,DM,90,1,0,1,52,0.1,29
Iñigo Lekue,"LB,RB",90,0,0,0,52,0,16
Aitor Paredes,CB,90,0,0,0,49,0,16
Unai Núñez,CB,90,0,0,0,45,0,17
Óscar de Marcos,RB,70,0,0,0,49,0,16
Yuri Berchiche,LB,20,0,0,0,18,0,7
Julen Agirrezabala,GK,81,0,0,0,27,0,12
Kelechi Iheanacho,FW,58,0,0,0,11,0,4
Suso,"FW,CM,AM",32,0,0,2,34,0.1,24
Chidera Ejuke,LW,90,0,0,2,59,0.2,44
Dodi Lukebakio,RW,90,0,0,4,40,0.6,31
Peque,AM,79,0,0,1,22,0.1,11
Mateo Mejía,FW,11,0,0,0,2,0,1
Nemanja Gudelj,"DM,CM",90,0,0,2,68,0.1,28
Lucien Agoume,DM,85,0,0,1,68,0.1,39
Jesús Navas,RM,5,0,0,0,8,0,4
Valentín Barco,LB,45,0,0,0,34,0,20
Juanlu Sánchez,"RB,CB",45,0,0,0,33,0,19
Tanguy Nianzou,CB,90,0,0,0,83,0,48
Loïc Bade,CB,90,0,0,0,98,0,58
Carmona,"RB,LB",79,0,0,1,72,0,37
Adrià Pedrosa,"LM,LB",11,0,0,0,11,0,8
Ørjan Nyland,GK,90,0,0,0,48,0,25
Cédric Bakambu,FW,60,0,0,2,17,0.1,8
Vitor Roque,FW,30,0,0,0,7,0,3
Abde Ezzalzouli,LW,87,0,0,2,47,1.2,32
Assane Diao,LW,3,0,0,0,7,0,3
Iker Losada,RW,60,0,0,2,34,0.1,13
Pablo Fornals,"DM,RW",30,0,0,2,24,0.2,13
Giovani Lo Celso,AM,90,1,0,5,82,0.4,46
Marc Roca,DM,77,0,0,2,58,0,37
Aitor Ruibal,RW,13,0,0,0,7,0,3
Sergi Altimira,DM,78,0,0,2,47,0.1,29
Johnny Cardoso,DM,12,0,0,0,15,0,6
Ricardo Rodríguez,LB,90,0,0,0,54,0,26
Natan,CB,90,0,0,1,64,0,41
Diego Llorente,CB,90,0,0,1,70,0,43
Héctor Bellerín,RB,90,0,0,0,45,0,27
Rui Silva,GK,90,0,0,0,36,0,24
Walid Cheddira,FW,67,0,0,1,16,0,13
Irvin Cardona,"FW,LW",23,0,0,0,9,0,4
Alex Král,"FW,RM",90,0,0,1,36,0,24
Javi Puado,LM,54,0,0,0,24,0,18
Pere Milla,"LM,LB",36,0,0,1,17,0,7
Pol Lozano,CM,86,0,0,0,56,0,45
Álvaro Aguado,LM,4,0,0,0,5,0,6
José Gragera,CM,90,0,0,1,60,0,37
Jofre,RM,67,0,0,1,29,0,24
Álvaro Tejero,"RM,RW",23,0,0,0,11,0,5
Carlos Romero,LB,86,0,0,2,55,0.3,39
Alejo Véliz,FW,4,0,0,0,2,0,2
Marash Kumbulla,CB,90,0,0,0,65,0,52
Sergi Gómez,CB,90,0,0,1,70,0,53
Omar El Hilali,RB,90,0,0,0,65,0,30
Joan García,GK,90,0,0,0,42,0,30
Alexander Sørloth,FW,55,0,0,2,18,0.1,17
Samuel Lino,"LM,LB,WB",35,0,0,2,28,0.2,21
Antoine Griezmann,"FW,AM",90,0,0,2,66,0.1,46
Julián Álvarez,"LM,FW",74,0,0,2,38,0.1,20
Rodrigo Riquelme,RM,16,0,0,0,9,0,6
Conor Gallagher,CM,69,0,0,1,55,0,43
Ángel Correa,"AM,FW,CM",21,1,0,2,11,0.8,8
Marcos Llorente,"RB,CM,WB",89,0,0,1,68,0,44
Rodrigo De Paul,"RM,CM",90,0,0,0,79,0,54
Reinildo Mandava,"LB,CB",74,0,0,0,66,0,48
Javi Galán,LB,16,0,1,0,12,0,5
José María Giménez,CB,90,0,0,0,75,0,44
Robin Le Normand,CB,90,0,0,0,64,0,41
Nahuel Molina,RB,45,0,0,0,35,0,27
Koke,CM,45,0,0,0,55,0,36
Jan Oblak,GK,90,0,0,0,27,0,20
Vinicius Júnior,FW,86,0,1,1,44,0.1,35
Endrick,FW,4,0,0,1,2,0,1
Rodrygo,"FW,LW",89,0,0,2,43,0.1,29
Fran Garcia,LW,1,0,0,0,5,0,6
Jude Bellingham,"LM,CM",90,0,0,2,71,0.2,48
Aurélien Tchouaméni,CM,90,0,0,1,74,0.1,42
Luka Modrić,CM,85,0,0,0,71,0,50
Lucas Vázquez,RW,5,0,0,0,7,0,5
Federico Valverde,"RM,RW,CM",90,0,0,3,74,0.1,46
Ferland Mendy,LB,90,0,0,0,59,0,42
Éder Militão,CB,90,1,0,1,75,0,50
Antonio Rüdiger,CB,90,0,0,0,66,0,45
Dani Carvajal,RB,90,0,0,1,68,0.2,37
Thibaut Courtois,GK,90,0,0,0,45,0,32
Thierno Barry,FW,90,1,1,2,18,0.5,6
Nicolas Pépé,FW,87,1,0,4,41,0.6,22
Ramón Terrats,LM,3,0,0,0,5,0,4
Denis Suárez,LM,45,0,0,1,14,0.1,7
Alex Baena,"LM,FW",45,1,1,2,40,1.1,21
Pape Gueye,CM,76,0,0,1,54,0,38
Santi Comesaña,CM,14,0,1,0,18,0,7
Daniel Parejo,CM,90,0,0,0,72,0,40
Ilias Akhomach,RM,76,0,0,4,50,0.2,32
Pau Cabanes,RM,14,0,0,0,11,0,7
Sergi Cardona,LB,86,0,0,2,45,0.1,22
Juan Bernat,LB,4,0,0,0,2,0,0
Logan Costa,CB,90,0,0,0,58,0,32
Eric Bailly,CB,90,0,0,2,54,0.2,20
Kiko Femenía,RB,90,0,0,1,76,0,33
Diego Conde,GK,90,0,0,0,25,0,12
Fábio Silva,FW,90,1,0,2,32,0.7,14
Oliver McBurnie,FW,61,0,0,1,12,0,6
Manuel Fuster,"RM,FW",29,0,0,1,17,0,11
Alberto Moleiro,LM,90,0,0,1,47,0,35
Kirian Rodríguez,CM,61,0,0,0,68,0,37
Javier Muñoz,CM,29,0,0,0,31,0,12
Dario Essugo,"CM,DM",85,0,0,0,61,0,30
Jaime Mata,FW,5,0,0,0,1,0,0
Adnan Januzaj,RM,76,0,1,1,48,0,31
Enzo Loiodice,"CM,RM",14,0,0,0,30,0,19
Benito Ramírez,LB,77,0,0,0,58,0,28
Viti,"RB,LB",13,0,0,0,11,0,7
Álex Muñoz,"CB,LB",90,0,0,0,103,0,45
Juan Herzog,CB,90,0,0,0,97,0,54
Álex Suárez,"RB,CB",90,0,0,1,81,0.1,36
Dinko Horkaš,GK,90,0,0,0,47,0,26
Sébastien Haller,FW,62,0,0,1,16,0.1,8
Miguel,FW,28,0,0,1,5,0.1,6
Adrià Altimira,LW,90,0,0,0,35,0,22
Juan Cruz,RW,83,0,0,1,38,0,28
Óscar Rodríguez Arnaiz,RW,7,0,0,1,10,0.1,6
Roberto López,AM,90,0,0,1,46,0.4,34
Seydouba Cissé,DM,83,0,0,1,63,0,46
Julián Chicco,DM,7,0,0,0,6,0,6
Yvan Neyou,DM,70,0,0,0,69,0,57
Darko Brašanac,DM,20,0,0,0,13,0,8
Javi Hernández,LB,90,0,0,0,70,0,43
Sergi,CB,90,0,0,0,90,0,54
Jorge Sáenz,CB,90,0,0,0,102,0,69
Valentin Rosier,RB,90,0,0,2,65,0.1,40
Marko Dmitrović,GK,90,0,0,0,33,0,19
Hugo Duro,FW,72,0,0,1,25,0.1,9
Dani Gómez,FW,18,0,0,1,7,0.3,3
Luis Rioja,LM,85,0,0,0,25,0,19
Germán Valera,LM,5,0,0,0,2,0,1
Domingos André Ribeiro Almeida,CM,72,0,0,0,37,0,16
Enzo Barrenechea,CM,18,0,0,0,15,0,8
José Luis García Vayá,CM,90,0,0,0,57,0,23
Sergi Canós,RM,62,0,0,0,26,0,14
Diego López,RM,28,0,0,2,11,0.1,9
Thierry Correia,LB,90,0,0,1,55,0,18
Yarek Gasiorowski,CB,90,0,0,0,59,0,20
Cristhian Mosquera,CB,90,0,0,0,54,0,28
César Tárrega,CB,90,0,0,1,42,0,17
Dimitri Foulquier,RB,90,0,0,0,39,0,11
Giorgi Mamardashvili,GK,90,0,0,0,35,0,12
Alejo Véliz,FW,82,0,0,1,18,0.1,7
Fernando Calero,"CB,FW",8,0,0,0,7,0,0
Irvin Cardona,LW,54,0,1,2,20,0.1,10
Pere Milla,"LW,LM",36,0,0,0,22,0,8
Jofre,RW,83,1,1,2,30,0.2,22
Antoniu,"RM,RW",7,0,0,0,6,0,0
Alex Král,"AM,CM,DM",90,0,0,1,35,0,15
Pol Lozano,DM,74,0,0,0,39,0,13
Walid Cheddira,"FW,AM",16,0,0,0,9,0,2
José Gragera,"DM,CM",90,0,0,0,37,0,11
Carlos Romero,LB,90,0,0,1,59,0,17
Marash Kumbulla,CB,90,1,0,1,53,0.6,27
Sergi Gómez,CB,90,0,0,0,35,0,16
Omar El Hilali,RB,90,0,0,0,53,0,23
Joan García,GK,90,0,0,0,31,0,13
Cyle Larin,FW,90,0,1,1,21,0.2,18
Dani Rodríguez,FW,60,0,0,0,21,0,12
Chiquinho,RM,30,0,0,1,18,0.1,7
Sergi Darder,LM,59,0,0,1,32,0,22
Abdón Prats,FW,31,0,0,2,5,0.4,4
Samu Costa,CM,90,0,0,1,72,0,52
Omar Mascarell,CM,79,0,0,0,58,0,36
Manu Morlanes,CM,11,0,0,1,15,0.1,8
Roberto Navarro,RM,60,0,0,0,23,0,19
Valery Fernández,LM,30,0,0,0,12,0,8
Johan Mojica,LB,60,0,0,1,46,0.1,27
Toni Lato,LB,30,0,0,0,31,0,12
Copete,CB,90,0,0,0,71,0,49
Antonio Raillo,CB,90,1,0,3,65,0.8,35
Pablo Maffeo,RB,90,0,0,0,68,0,33
Dominik Greif,GK,90,0,0,0,33,0,20
Chrisantus Uche,FW,73,0,0,2,25,0,10
Álvaro Rodríguez,FW,17,0,0,1,10,0,6
Bertuğ Yıldırım,FW,45,1,0,1,12,0.4,5
Borja Mayoral,FW,45,0,0,0,17,0,9
